,Unnamed: 0,smiles,name,inspiration_1,inspiration_2,REJECT,ORDER,SOLVENT,TRIM,CLASH,ACTION,BB1_name,BB2_name,BB1_smiles,BB2_smiles,reaction_type,NOTES,syndirella_name,fragmenstein_data
94,94,Cc1cnccc1NNC(=O)C1CCC1,BBS_AMU_062A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,TRUE,FALSE,FALSE,FALSE,ORDER,EN300-127402,EN300-22227837,O=C([37Cl])C1CCC1,Cc1cnccc1NN,Amide_Schotten-Baumann_with_amine,Decent,steph-fragnetv2-113738-B1X-1-of-1-step-04651,"[{'Energy': {'bound': {'total_score': 481.3764387033817, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 500.9937961454791, 'unit': 'kcal/mol'}, 'apo': {'total_score': 459.6475717237558, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 41.34622442172331, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 21.728866979626243, 'unit': 'kcal/mol'}}, 'mRMSD': 0.441526843245557, 'RMSDs': [0.3917064580415229, 0.441526843245557]}]"
95,95,Cc1cnccc1N(N)C(=O)[C@@H](C)C(C)(C)C,BBS_AMU_063A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,TRUE,FALSE,FALSE,FALSE,ORDER,EN300-370674,EN300-22227837,CC(C(=O)Cl)C(C)(C)C,Cc1cnccc1NN,Amide_Schotten-Baumann_with_amine,Decent,steph-fragnetv2-113738-B1X-1-of-1-step-00798,"[{'Energy': {'bound': {'total_score': 457.5464572373391, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 471.9487736868187, 'unit': 'kcal/mol'}, 'apo': {'total_score': 424.1794371474205, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 47.76933653939817, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 33.36702008991984, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6886500215396081, 'RMSDs': [0.775593364798452, 0.6886500215396081]}]"
96,96,CC(C)n1nc2c(c1NC(=O)[C@@H](N)C(F)(F)F)CCC2,BBS_AMU_064A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-96746,EN300-141087,NC(C(=O)O)C(F)(F)F,CC(C)n1nc2c(c1N)CCC2,Amidation,"Ring coming out is just solvent space, dimethyl group on nitrogen could just be a methyl",steph-fragnetv2-Z1217419270-1-of-1-step-00238,"[{'Energy': {'bound': {'total_score': 439.2306178060108, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 456.683253963782, 'unit': 'kcal/mol'}, 'apo': {'total_score': 388.0215291053782, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 68.66172485840382, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 51.20908870063346, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5287351447650682, 'RMSDs': [0.5852117237160512, 0.37922547667083056]}]"
97,97,Cc1nccc(NC(=O)[C@@H](C)C(C)C)c1C,BBS_AMU_065A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-367416,EN300-110878,CC(C)C(C)C(=O)Cl,Cc1nccc(N)c1C,Amide_Schotten-Baumann_with_amine,Minor trim of methyl groups coming out of the benzene ring to solvent space,steph-fragnetv2-113738-B1X-1-of-1-step-00223,"[{'Energy': {'bound': {'total_score': 444.7080716952014, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 447.0515737907298, 'unit': 'kcal/mol'}, 'apo': {'total_score': 417.6535727653732, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 29.398001025356557, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 27.0544989298293, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5792694152091619, 'RMSDs': [0.5792694152091619, 0.6679725406050611]}]"
98,98,CCn1nc(C(C)(C)C)cc1NC(=O)[C@H](F)C(F)(F)F,BBS_AMU_066A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-180188,EN300-127225,O=C(O)C(F)C(F)(F)F,CCn1nc(C(C)(C)C)cc1N,Amidation,trimming of solvent space group (trimethyl group) and ethyl group and considerations for all the fluorines,steph-fragnetv2-Z1217419270-1-of-1-step-00153,"[{'Energy': {'bound': {'total_score': 441.48650341255, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 455.5750826569299, 'unit': 'kcal/mol'}, 'apo': {'total_score': 398.4079788641409, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 57.167103792789014, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 43.078524548409696, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5916718899269403, 'RMSDs': [0.6191124499014566, 0.430170342309829]}]"
99,99,CC(C)(C)c1cc(NC(=O)[C@](O)(CO)C(F)(F)F)n(C(C)(C)C)n1,BBS_AMU_067A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-135953,EN300-52907,O=C(O)C(O)(CO)C(F)(F)F,CC(C)(C)c1cc(N)n(C(C)(C)C)n1,Amidation,"Trimming of solvent space group (trimethyl group) needed, additionally need to consider chemistry and sterics of this and possible protecting groups. Awkward to do",steph-fragnetv2-Z3608273487-1-of-1-step-00219,"[{'Energy': {'bound': {'total_score': 466.79709126679813, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 487.6333647513084, 'unit': 'kcal/mol'}, 'apo': {'total_score': 429.48979122598575, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 58.143573525322665, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 37.307300040812976, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6309733169906527, 'RMSDs': [0.6815670314776501, 0.47899108372414856]}, {'Energy': {'bound': {'total_score': 430.8858148322652, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 445.3280071625828, 'unit': 'kcal/mol'}, 'apo': {'total_score': 397.39787142344466, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 47.93013573913819, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 33.487943408820875, 'unit': 'kcal/mol'}}, 'mRMSD': 0.7316582911838196, 'RMSDs': [0.5965281077113362, 0.7613151174244458]}]"
100,100,CC(C)(C)c1cc(NC(=O)[C@@](O)(CO)C(F)(F)F)n(C(C)(C)C)n1,BBS_AMU_067B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-135953,EN300-52907,O=C(O)C(O)(CO)C(F)(F)F,CC(C)(C)c1cc(N)n(C(C)(C)C)n1,Amidation,"Trimming of solvent space group (trimethyl group) needed, additionally need to consider chemistry and sterics of this and possible protecting groups. Awkward to do",steph-fragnetv2-Z3608273487-1-of-1-step-00219,"[{'Energy': {'bound': {'total_score': 466.79709126679813, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 487.6333647513084, 'unit': 'kcal/mol'}, 'apo': {'total_score': 429.48979122598575, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 58.143573525322665, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 37.307300040812976, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6309733169906527, 'RMSDs': [0.6815670314776501, 0.47899108372414856]}, {'Energy': {'bound': {'total_score': 430.8858148322652, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 445.3280071625828, 'unit': 'kcal/mol'}, 'apo': {'total_score': 397.39787142344466, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 47.93013573913819, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 33.487943408820875, 'unit': 'kcal/mol'}}, 'mRMSD': 0.7316582911838196, 'RMSDs': [0.5965281077113362, 0.7613151174244458]}]"
101,101,Cc1cnccc1N(N)C(=O)C1CCC1,BBS_AMU_068A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,TRUE,FALSE,FALSE,FALSE,ORDER,EN300-127402,EN300-22227837,O=C([37Cl])C1CCC1,Cc1cnccc1NN,Amide_Schotten-Baumann_with_amine,Decent,steph-fragnetv2-113738-B1X-1-of-1-step-00022,"[{'Energy': {'bound': {'total_score': 458.63312979366503, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 470.610500008032, 'unit': 'kcal/mol'}, 'apo': {'total_score': 437.35913570328086, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 33.2513643047511, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 21.27399409038535, 'unit': 'kcal/mol'}}, 'mRMSD': 0.713899087975718, 'RMSDs': [0.7400273116850142, 0.713899087975718]}]"
102,102,Cn1nc(C2CCC2)cc1NC(=O)[14CH2]C#N,BBS_AMU_069A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-7539525,EN300-109371,N#C[14CH2]C(=O)O,Cn1nc(C2CCC2)cc1N,Amidation,Solvent space cyclic butane needs trimming,steph-fragnetv2-Z1688566804-1-of-1-step-00002,"[{'Energy': {'bound': {'total_score': 484.17562651618067, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 502.48361048842753, 'unit': 'kcal/mol'}, 'apo': {'total_score': 463.9377834448528, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 38.54582704357473, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 20.237843071328182, 'unit': 'kcal/mol'}}, 'mRMSD': 1.0267353760925453, 'RMSDs': [1.2310218419193257, 0.5049693823215886]}]"
103,103,C[C@@H](C(=O)Nc1cc(N)c(C#N)c(Br)n1)C(C)(C)C,BBS_AMU_070A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-370674,EN300-193130,CC(C(=O)Cl)C(C)(C)C,N#Cc1c(N)cc(N)nc1Br,Amide_Schotten-Baumann_with_amine,Most of the fragment is in solvent space post chemistry,steph-fragnetv2-113738-B1X-1-of-1-step-05939,"[{'Energy': {'bound': {'total_score': 235.16781286282003, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 241.43003491249632, 'unit': 'kcal/mol'}, 'apo': {'total_score': 228.53970294399255, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 12.890331968503784, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 6.628109918827814, 'unit': 'kcal/mol'}}, 'mRMSD': 0.9040252332475676, 'RMSDs': [0.8900355207366266, 1.1306679865603535]}]"
104,104,CCn1nc(C(C)(C)C)cc1NC(=O)[C@H](CO)C(F)(F)F,BBS_AMU_071A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-393586,EN300-127225,O=C(O)C(CO)C(F)(F)F,CCn1nc(C(C)(C)C)cc1N,Amidation,Solvent space needs trimming,steph-fragnetv2-Z1217419270-1-of-1-step-00890,"[{'Energy': {'bound': {'total_score': 452.5023343902811, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 469.0341311144917, 'unit': 'kcal/mol'}, 'apo': {'total_score': 475.5436543954675, 'unit': 'kcal/mol'}, 'ideal': {'total_score': -6.509523280975843, 'unit': 'kcal/mol'}, 'insitu': {'total_score': -23.041320005186908, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5858023057657565, 'RMSDs': [0.6627475233529113, 0.3844452281514939]}]"
105,105,Cc1cnccc1N(N)C(=O)[C@@H](C)C(C)C,BBS_AMU_072A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,TRUE,FALSE,FALSE,FALSE,ORDER,EN300-367416,EN300-22227837,CC(C)C(C)C(=O)Cl,Cc1cnccc1NN,Amide_Schotten-Baumann_with_amine,Decent,steph-fragnetv2-113738-B1X-1-of-1-step-00217,"[{'Energy': {'bound': {'total_score': 445.5689259807699, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 459.9099495647173, 'unit': 'kcal/mol'}, 'apo': {'total_score': 415.04559029781234, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 44.864359266904955, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 30.523335682959374, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6893871944482715, 'RMSDs': [0.7719982094551713, 0.6893871944482715]}]"
106,106,CCC[C@H](C#N)C(=O)Nc1cc(C2CCC2)nn1C,BBS_AMU_073A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-148497,EN300-109371,CCCC(C#N)C(=O)O,Cn1nc(C2CCC2)cc1N,Amidation,Good amount of fragment in solvent space and also suggests that it is going into P1 prime,steph-fragnetv2-Z1688566804-1-of-1-step-00066,"[{'Energy': {'bound': {'total_score': 485.1352217807092, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 500.47200119463497, 'unit': 'kcal/mol'}, 'apo': {'total_score': 461.2465419223477, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 39.22545927228725, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 23.888679858361463, 'unit': 'kcal/mol'}}, 'mRMSD': 1.044366764345245, 'RMSDs': [0.5512165734308178, 1.2302177581736138]}]"
107,107,CCOc1ccc(/C=C(\C#N)C(=O)Nc2cn(C)nc2C(F)(F)Cl)cc1,BBS_AMU_074A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-06608,EN300-45139463,CCOc1ccc(/C=C(/C#N)C(=O)O)cc1,Cn1cc(N)c(C(F)(F)Cl)n1,Amidation,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-Z3585809468-1-of-1-step-04266,"[{'Energy': {'bound': {'total_score': 670.0564061379974, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 688.9397223024232, 'unit': 'kcal/mol'}, 'apo': {'total_score': 568.298923576692, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 120.6407987257312, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 101.7574825613055, 'unit': 'kcal/mol'}}, 'mRMSD': 4.013646684315307, 'RMSDs': [3.0216119637876653, 4.3974286256160084]}]"
108,108,Cn1nc(C2CCC2)cc1NC(=O)[C@@H](CO)C(F)(F)F,BBS_AMU_075A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-393586,EN300-109371,O=C(O)C(CO)C(F)(F)F,Cn1nc(C2CCC2)cc1N,Amidation,Solvent space needs trimming,steph-fragnetv2-Z393051624-1-of-1-step-00942,"[{'Energy': {'bound': {'total_score': 487.47280331719276, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 500.98970130809903, 'unit': 'kcal/mol'}, 'apo': {'total_score': 514.6483969153251, 'unit': 'kcal/mol'}, 'ideal': {'total_score': -13.658695607226065, 'unit': 'kcal/mol'}, 'insitu': {'total_score': -27.175593598131897, 'unit': 'kcal/mol'}}, 'mRMSD': 1.1120281247844044, 'RMSDs': [1.1869663838286526, 0.8067334569022461]}]"
109,109,CC(C)[C@](N)(C(=O)Nc1cc(C(C)(C)C)nn1CC(=O)O)C(F)(F)F,BBS_AMU_076A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-2625364,EN300-116709,CC(C)C(N)(C(=O)O)C(F)(F)F,CC(C)(C)c1cc(N)n(CC(=O)O)n1,Amidation,Solvent space and carboxylic acid group needs trimming,steph-fragnetv2-Z3608273487-1-of-1-step-00516,"[{'Energy': {'bound': {'total_score': 507.2001292230176, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 527.7916945194559, 'unit': 'kcal/mol'}, 'apo': {'total_score': 454.28242879224047, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 73.50926572721538, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 52.91770043077687, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6835862127122412, 'RMSDs': [0.5938175524523908, 0.7027451956780985]}, {'Energy': {'bound': {'total_score': 438.698373381119, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 462.24189711562155, 'unit': 'kcal/mol'}, 'apo': {'total_score': 382.9506117209433, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 79.29128539467824, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 55.74776166017609, 'unit': 'kcal/mol'}}, 'mRMSD': 0.7161094569278804, 'RMSDs': [0.6350263111793798, 0.7408333491464109]}]"
110,110,CC(C)[C@@](N)(C(=O)Nc1cc(C(C)(C)C)nn1CC(=O)O)C(F)(F)F,BBS_AMU_076B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-2625364,EN300-116709,CC(C)C(N)(C(=O)O)C(F)(F)F,CC(C)(C)c1cc(N)n(CC(=O)O)n1,Amidation,Solvent space and carboxylic acid group needs trimming,steph-fragnetv2-Z3608273487-1-of-1-step-00516,"[{'Energy': {'bound': {'total_score': 507.2001292230176, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 527.7916945194559, 'unit': 'kcal/mol'}, 'apo': {'total_score': 454.28242879224047, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 73.50926572721538, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 52.91770043077687, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6835862127122412, 'RMSDs': [0.5938175524523908, 0.7027451956780985]}, {'Energy': {'bound': {'total_score': 438.698373381119, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 462.24189711562155, 'unit': 'kcal/mol'}, 'apo': {'total_score': 382.9506117209433, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 79.29128539467824, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 55.74776166017609, 'unit': 'kcal/mol'}}, 'mRMSD': 0.7161094569278804, 'RMSDs': [0.6350263111793798, 0.7408333491464109]}]"
111,111,CN(C)C[C@](O)(C(=O)Nc1c2c(nn1C)CCC2)C(F)(F)F,BBS_AMU_077A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-7459545,EN300-1265705,CN(C)CC(O)(C(=O)O)C(F)(F)F,Cn1nc2c(c1N)CCC2,Amidation,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-Z1217419270-1-of-1-step-01148,"[{'Energy': {'bound': {'total_score': 401.18912759134645, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 409.6067541479895, 'unit': 'kcal/mol'}, 'apo': {'total_score': 321.24858173847366, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 88.35817240951584, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 79.94054585287363, 'unit': 'kcal/mol'}}, 'mRMSD': 0.9689377474766037, 'RMSDs': [0.9689377474766037, 0.8335843126730142]}, {'Energy': {'bound': {'total_score': 403.24854489959915, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 418.71082173384525, 'unit': 'kcal/mol'}, 'apo': {'total_score': 320.79523138037086, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 97.91559035347441, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 82.45331351922964, 'unit': 'kcal/mol'}}, 'mRMSD': 1.043230685324965, 'RMSDs': [1.043230685324965, 0.902184896921031]}]"
112,112,CN(C)C[C@@](O)(C(=O)Nc1c2c(nn1C)CCC2)C(F)(F)F,BBS_AMU_077B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-7459545,EN300-1265705,CN(C)CC(O)(C(=O)O)C(F)(F)F,Cn1nc2c(c1N)CCC2,Amidation,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-Z1217419270-1-of-1-step-01148,"[{'Energy': {'bound': {'total_score': 401.18912759134645, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 409.6067541479895, 'unit': 'kcal/mol'}, 'apo': {'total_score': 321.24858173847366, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 88.35817240951584, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 79.94054585287363, 'unit': 'kcal/mol'}}, 'mRMSD': 0.9689377474766037, 'RMSDs': [0.9689377474766037, 0.8335843126730142]}, {'Energy': {'bound': {'total_score': 403.24854489959915, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 418.71082173384525, 'unit': 'kcal/mol'}, 'apo': {'total_score': 320.79523138037086, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 97.91559035347441, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 82.45331351922964, 'unit': 'kcal/mol'}}, 'mRMSD': 1.043230685324965, 'RMSDs': [1.043230685324965, 0.902184896921031]}]"
113,113,CC(C)(C)n1nc(C2CCCC2)cc1NC(=O)[C@@H](F)C(F)(F)F,BBS_AMU_078A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-180188,EN300-28243678,O=C(O)C(F)C(F)(F)F,CC(C)(C)n1nc(C2CCCC2)cc1N,Amidation,Solvent space and trimethyl needs trimming,steph-fragnetv2-Z393051624-1-of-1-step-03688,"[{'Energy': {'bound': {'total_score': 614.0599266586215, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 628.1637652111203, 'unit': 'kcal/mol'}, 'apo': {'total_score': 550.5422506479434, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 77.62151456317685, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 63.5176760106785, 'unit': 'kcal/mol'}}, 'mRMSD': 0.9132654702564521, 'RMSDs': [1.057960459134915, 0.5511647754607224]}]"
114,114,Cc1cnccc1NNC(=O)[C@@H]1CCSC1,BBS_AMU_079A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,TRUE,FALSE,FALSE,FALSE,ORDER,EN300-3466852,EN300-22227837,O=C(Cl)C1CCSC1,Cc1cnccc1NN,Amide_Schotten-Baumann_with_amine,Decent,steph-fragnetv2-113738-B1X-1-of-1-step-04881,"[{'Energy': {'bound': {'total_score': 542.6104118976025, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 543.1139054004661, 'unit': 'kcal/mol'}, 'apo': {'total_score': 520.2516648619174, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 22.862240538548683, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 22.358747035684214, 'unit': 'kcal/mol'}}, 'mRMSD': 0.7743341429268954, 'RMSDs': [0.4729028938580141, 0.7743341429268954]}, {'Energy': {'bound': {'total_score': 470.0023397590238, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 482.3905787463576, 'unit': 'kcal/mol'}, 'apo': {'total_score': 450.5600618896503, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 31.830516856707334, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 19.44227786937325, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4283768721862339, 'RMSDs': [0.38776031722234555, 0.4283768721862339]}]"
115,115,Cc1cnccc1NNC(=O)[C@H]1CCSC1,BBS_AMU_079B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,TRUE,FALSE,FALSE,FALSE,ORDER,EN300-3466852,EN300-22227837,O=C(Cl)C1CCSC1,Cc1cnccc1NN,Amide_Schotten-Baumann_with_amine,Decent,steph-fragnetv2-113738-B1X-1-of-1-step-04881,"[{'Energy': {'bound': {'total_score': 542.6104118976025, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 543.1139054004661, 'unit': 'kcal/mol'}, 'apo': {'total_score': 520.2516648619174, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 22.862240538548683, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 22.358747035684214, 'unit': 'kcal/mol'}}, 'mRMSD': 0.7743341429268954, 'RMSDs': [0.4729028938580141, 0.7743341429268954]}, {'Energy': {'bound': {'total_score': 470.0023397590238, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 482.3905787463576, 'unit': 'kcal/mol'}, 'apo': {'total_score': 450.5600618896503, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 31.830516856707334, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 19.44227786937325, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4283768721862339, 'RMSDs': [0.38776031722234555, 0.4283768721862339]}]"
116,116,CNC(=O)c1cnccc1NC(=O)C1CCC1,BBS_AMU_080A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,FALSE,FALSE,TRUE,FALSE,TRIM,EN300-127402,EN300-1724752,O=C(Cl)C1CCC1,CNC(=O)c1cnccc1N,Amide_Schotten-Baumann_with_amine,"Check out the methyl amide group that formed, see if that can be trimmed to methyl?",steph-fragnetv2-113738-B1X-1-of-1-step-00521,"[{'Energy': {'bound': {'total_score': 484.212240150749, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 492.948024115032, 'unit': 'kcal/mol'}, 'apo': {'total_score': 474.0540591191638, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 18.893964995868178, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 10.15818103158614, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6857413336154838, 'RMSDs': [0.6638706790578769, 0.6857413336154838]}]"
