,Unnamed: 0,smiles,name,inspiration_1,inspiration_2,REJECT,ORDER,SOLVENT,TRIM,CLASH,ACTION,BB1_name,BB2_name,BB1_smiles,BB2_smiles,reaction_type,NOTES,syndirella_name,fragmenstein_data
117,117,C[C@@H]1CCC[C@H](C(=O)Nc2cc(N)c(C#N)cn2)C1,BBS_AMU_081A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-113738-B1X-1-of-1-step-06227,"[{'Energy': {'bound': {'total_score': 265.64940090571673, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 278.5341453796312, 'unit': 'kcal/mol'}, 'apo': {'total_score': 258.61424886851614, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 19.91989651111502, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 7.035152037199911, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4463403481147903, 'RMSDs': [0.4507728905030928, 0.5104419811187791]}, {'Energy': {'bound': {'total_score': 239.11400463614245, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 257.28869875491466, 'unit': 'kcal/mol'}, 'apo': {'total_score': 233.3007383174713, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 23.987960437443377, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 5.813266318671044, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4420451888614532, 'RMSDs': [0.44571610178109716, 0.512055528620256]}, {'Energy': {'bound': {'total_score': 371.8805703633702, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 410.2302352614914, 'unit': 'kcal/mol'}, 'apo': {'total_score': 362.75981194551684, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 47.47042331597451, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 9.120758417853397, 'unit': 'kcal/mol'}}, 'mRMSD': 0.3949434868106436, 'RMSDs': [0.39778476294718157, 0.44107639582311364]}, {'Energy': {'bound': {'total_score': 265.7503253309276, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 273.82277380313246, 'unit': 'kcal/mol'}, 'apo': {'total_score': 257.07911373015, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 16.74366007298243, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 8.671211600776932, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4263841215594409, 'RMSDs': [0.43164737462531527, 0.5082317730598]}]"
118,118,C[C@H]1CCC[C@H](C(=O)Nc2cc(N)c(C#N)cn2)C1,BBS_AMU_081B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-113738-B1X-1-of-1-step-06227,"[{'Energy': {'bound': {'total_score': 265.64940090571673, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 278.5341453796312, 'unit': 'kcal/mol'}, 'apo': {'total_score': 258.61424886851614, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 19.91989651111502, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 7.035152037199911, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4463403481147903, 'RMSDs': [0.4507728905030928, 0.5104419811187791]}, {'Energy': {'bound': {'total_score': 239.11400463614245, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 257.28869875491466, 'unit': 'kcal/mol'}, 'apo': {'total_score': 233.3007383174713, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 23.987960437443377, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 5.813266318671044, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4420451888614532, 'RMSDs': [0.44571610178109716, 0.512055528620256]}, {'Energy': {'bound': {'total_score': 371.8805703633702, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 410.2302352614914, 'unit': 'kcal/mol'}, 'apo': {'total_score': 362.75981194551684, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 47.47042331597451, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 9.120758417853397, 'unit': 'kcal/mol'}}, 'mRMSD': 0.3949434868106436, 'RMSDs': [0.39778476294718157, 0.44107639582311364]}, {'Energy': {'bound': {'total_score': 265.7503253309276, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 273.82277380313246, 'unit': 'kcal/mol'}, 'apo': {'total_score': 257.07911373015, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 16.74366007298243, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 8.671211600776932, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4263841215594409, 'RMSDs': [0.43164737462531527, 0.5082317730598]}]"
119,119,C[C@H]1CCC[C@H](C(=O)Nc2cc(N)c(C#N)cn2)C1,BBS_AMU_081C,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-113738-B1X-1-of-1-step-06227,"[{'Energy': {'bound': {'total_score': 265.64940090571673, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 278.5341453796312, 'unit': 'kcal/mol'}, 'apo': {'total_score': 258.61424886851614, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 19.91989651111502, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 7.035152037199911, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4463403481147903, 'RMSDs': [0.4507728905030928, 0.5104419811187791]}, {'Energy': {'bound': {'total_score': 239.11400463614245, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 257.28869875491466, 'unit': 'kcal/mol'}, 'apo': {'total_score': 233.3007383174713, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 23.987960437443377, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 5.813266318671044, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4420451888614532, 'RMSDs': [0.44571610178109716, 0.512055528620256]}, {'Energy': {'bound': {'total_score': 371.8805703633702, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 410.2302352614914, 'unit': 'kcal/mol'}, 'apo': {'total_score': 362.75981194551684, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 47.47042331597451, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 9.120758417853397, 'unit': 'kcal/mol'}}, 'mRMSD': 0.3949434868106436, 'RMSDs': [0.39778476294718157, 0.44107639582311364]}, {'Energy': {'bound': {'total_score': 265.7503253309276, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 273.82277380313246, 'unit': 'kcal/mol'}, 'apo': {'total_score': 257.07911373015, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 16.74366007298243, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 8.671211600776932, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4263841215594409, 'RMSDs': [0.43164737462531527, 0.5082317730598]}]"
120,120,C[C@@H]1CCC[C@H](C(=O)Nc2cc(N)c(C#N)cn2)C1,BBS_AMU_081D,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-113738-B1X-1-of-1-step-06227,"[{'Energy': {'bound': {'total_score': 265.64940090571673, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 278.5341453796312, 'unit': 'kcal/mol'}, 'apo': {'total_score': 258.61424886851614, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 19.91989651111502, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 7.035152037199911, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4463403481147903, 'RMSDs': [0.4507728905030928, 0.5104419811187791]}, {'Energy': {'bound': {'total_score': 239.11400463614245, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 257.28869875491466, 'unit': 'kcal/mol'}, 'apo': {'total_score': 233.3007383174713, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 23.987960437443377, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 5.813266318671044, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4420451888614532, 'RMSDs': [0.44571610178109716, 0.512055528620256]}, {'Energy': {'bound': {'total_score': 371.8805703633702, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 410.2302352614914, 'unit': 'kcal/mol'}, 'apo': {'total_score': 362.75981194551684, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 47.47042331597451, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 9.120758417853397, 'unit': 'kcal/mol'}}, 'mRMSD': 0.3949434868106436, 'RMSDs': [0.39778476294718157, 0.44107639582311364]}, {'Energy': {'bound': {'total_score': 265.7503253309276, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 273.82277380313246, 'unit': 'kcal/mol'}, 'apo': {'total_score': 257.07911373015, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 16.74366007298243, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 8.671211600776932, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4263841215594409, 'RMSDs': [0.43164737462531527, 0.5082317730598]}]"
121,121,CC(C)(C)c1cc(NC(=O)C(=O)C(F)(F)F)n(Cc2ccncc2)n1,BBS_AMU_082A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-143479,EN300-142053,O=C(O)C(=O)C(F)(F)F,CC(C)(C)c1cc(N)n(Cc2ccncc2)n1,Amidation,Solvent space trimethyl needs trimming,steph-fragnetv2-Z1217419270-1-of-1-step-03865,"[{'Energy': {'bound': {'total_score': 537.4615018111891, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 543.0718384978101, 'unit': 'kcal/mol'}, 'apo': {'total_score': 416.3603088773953, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 126.71152962041475, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 121.1011929337946, 'unit': 'kcal/mol'}}, 'mRMSD': 1.22672906604438, 'RMSDs': [1.354307776436431, 1.2279095368072324]}]"
122,122,Cc1cnccc1NNC(=O)[C@@H](C)C(C)C,BBS_AMU_083A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,TRUE,FALSE,FALSE,FALSE,ORDER,EN300-367416,EN300-22227837,CC(C)C(C)C(=O)Cl,Cc1cnccc1NN,Amide_Schotten-Baumann_with_amine,Decent,steph-fragnetv2-113738-B1X-1-of-1-step-05604,"[{'Energy': {'bound': {'total_score': 481.5915535945748, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 506.58266856595344, 'unit': 'kcal/mol'}, 'apo': {'total_score': 453.55752924588916, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 53.02513932006426, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 28.03402434868548, 'unit': 'kcal/mol'}}, 'mRMSD': 0.45558588149564255, 'RMSDs': [0.3683906689921442, 0.45558588149564255]}]"
123,123,CCOC(=O)c1nn(C)c(NC(=O)CC(F)(F)F)c1Br,BBS_AMU_084A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-26707,EN300-6486464,O=C(O)CC(F)(F)F,CCOC(=O)c1nn(C)c(N)c1Br,Amidation,Trim ether group,steph-fragnetv2-Z393051624-1-of-1-step-00747,"[{'Energy': {'bound': {'total_score': 512.6605371220642, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 542.097873886069, 'unit': 'kcal/mol'}, 'apo': {'total_score': 486.1276031315661, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 55.97027075450288, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 26.532933990498883, 'unit': 'kcal/mol'}}, 'mRMSD': 0.4183945741077742, 'RMSDs': [0.42041337885069896, 0.4392531157519899]}]"
124,124,C[C@@H]1CCC[C@H](C(=O)Nc2cc(N)ncc2C#N)C1,BBS_AMU_085A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-113738-B1X-1-of-1-step-02720,"[{'Energy': {'bound': {'total_score': 134.36733496862635, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 143.24246422966212, 'unit': 'kcal/mol'}, 'apo': {'total_score': 104.21493942034006, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 39.027524809322074, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 30.152395548285938, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5539538090805098, 'RMSDs': [0.48581593217316243, 0.7001517933381586]}, {'Energy': {'bound': {'total_score': 107.75866432620579, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 114.52233145159099, 'unit': 'kcal/mol'}, 'apo': {'total_score': 78.9250006853789, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 35.597330766212075, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 28.833663640826877, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5488834393126515, 'RMSDs': [0.48476518688146597, 0.6940893213379433]}, {'Energy': {'bound': {'total_score': 487.1841502176182, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 500.7469266682799, 'unit': 'kcal/mol'}, 'apo': {'total_score': 467.4997807425438, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 33.24714592573608, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 19.68436947507506, 'unit': 'kcal/mol'}}, 'mRMSD': 0.47158308673680005, 'RMSDs': [0.4618323122911042, 0.4666769980456429]}, {'Energy': {'bound': {'total_score': 477.6703769954395, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 484.84680961604397, 'unit': 'kcal/mol'}, 'apo': {'total_score': 456.56286680488944, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 28.283942811154546, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 21.10751019055025, 'unit': 'kcal/mol'}}, 'mRMSD': 0.515228796631438, 'RMSDs': [0.5077168730614958, 0.4787313865191508]}]"
125,125,C[C@H]1CCC[C@H](C(=O)Nc2cc(N)ncc2C#N)C1,BBS_AMU_085B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,TRUE,FALSE,TRUE,FALSE,FALSE,REJECT,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,"Compound mostly sitting outside the active site, part sitting within can only be taken as one of the fragments that make this compound",steph-fragnetv2-113738-B1X-1-of-1-step-02720,"[{'Energy': {'bound': {'total_score': 134.36733496862635, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 143.24246422966212, 'unit': 'kcal/mol'}, 'apo': {'total_score': 104.21493942034006, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 39.027524809322074, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 30.152395548285938, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5539538090805098, 'RMSDs': [0.48581593217316243, 0.7001517933381586]}, {'Energy': {'bound': {'total_score': 107.75866432620579, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 114.52233145159099, 'unit': 'kcal/mol'}, 'apo': {'total_score': 78.9250006853789, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 35.597330766212075, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 28.833663640826877, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5488834393126515, 'RMSDs': [0.48476518688146597, 0.6940893213379433]}, {'Energy': {'bound': {'total_score': 487.1841502176182, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 500.7469266682799, 'unit': 'kcal/mol'}, 'apo': {'total_score': 467.4997807425438, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 33.24714592573608, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 19.68436947507506, 'unit': 'kcal/mol'}}, 'mRMSD': 0.47158308673680005, 'RMSDs': [0.4618323122911042, 0.4666769980456429]}, {'Energy': {'bound': {'total_score': 477.6703769954395, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 484.84680961604397, 'unit': 'kcal/mol'}, 'apo': {'total_score': 456.56286680488944, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 28.283942811154546, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 21.10751019055025, 'unit': 'kcal/mol'}}, 'mRMSD': 0.515228796631438, 'RMSDs': [0.5077168730614958, 0.4787313865191508]}]"
126,126,C[C@@H]1CCC[C@@H](C(=O)Nc2cc(N)ncc2C#N)C1,BBS_AMU_085C,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,FALSE,FALSE,TRUE,FALSE,TRIM,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,Selectivity issues abound - two NH2 groups,steph-fragnetv2-113738-B1X-1-of-1-step-02720,"[{'Energy': {'bound': {'total_score': 134.36733496862635, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 143.24246422966212, 'unit': 'kcal/mol'}, 'apo': {'total_score': 104.21493942034006, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 39.027524809322074, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 30.152395548285938, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5539538090805098, 'RMSDs': [0.48581593217316243, 0.7001517933381586]}, {'Energy': {'bound': {'total_score': 107.75866432620579, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 114.52233145159099, 'unit': 'kcal/mol'}, 'apo': {'total_score': 78.9250006853789, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 35.597330766212075, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 28.833663640826877, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5488834393126515, 'RMSDs': [0.48476518688146597, 0.6940893213379433]}, {'Energy': {'bound': {'total_score': 487.1841502176182, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 500.7469266682799, 'unit': 'kcal/mol'}, 'apo': {'total_score': 467.4997807425438, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 33.24714592573608, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 19.68436947507506, 'unit': 'kcal/mol'}}, 'mRMSD': 0.47158308673680005, 'RMSDs': [0.4618323122911042, 0.4666769980456429]}, {'Energy': {'bound': {'total_score': 477.6703769954395, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 484.84680961604397, 'unit': 'kcal/mol'}, 'apo': {'total_score': 456.56286680488944, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 28.283942811154546, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 21.10751019055025, 'unit': 'kcal/mol'}}, 'mRMSD': 0.515228796631438, 'RMSDs': [0.5077168730614958, 0.4787313865191508]}]"
127,127,C[C@H]1CCC[C@@H](C(=O)Nc2cc(N)ncc2C#N)C1,BBS_AMU_085D,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0416_0A:Z71580604,FALSE,FALSE,FALSE,TRUE,FALSE,TRIM,EN300-244378,EN300-2983314,CC1CCCC(C(=O)Cl)C1,N#Cc1cnc(N)cc1N,Amide_Schotten-Baumann_with_amine,Selectivity issues abound - two NH2 groups,steph-fragnetv2-113738-B1X-1-of-1-step-02720,"[{'Energy': {'bound': {'total_score': 134.36733496862635, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 143.24246422966212, 'unit': 'kcal/mol'}, 'apo': {'total_score': 104.21493942034006, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 39.027524809322074, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 30.152395548285938, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5539538090805098, 'RMSDs': [0.48581593217316243, 0.7001517933381586]}, {'Energy': {'bound': {'total_score': 107.75866432620579, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 114.52233145159099, 'unit': 'kcal/mol'}, 'apo': {'total_score': 78.9250006853789, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 35.597330766212075, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 28.833663640826877, 'unit': 'kcal/mol'}}, 'mRMSD': 0.5488834393126515, 'RMSDs': [0.48476518688146597, 0.6940893213379433]}, {'Energy': {'bound': {'total_score': 487.1841502176182, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 500.7469266682799, 'unit': 'kcal/mol'}, 'apo': {'total_score': 467.4997807425438, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 33.24714592573608, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 19.68436947507506, 'unit': 'kcal/mol'}}, 'mRMSD': 0.47158308673680005, 'RMSDs': [0.4618323122911042, 0.4666769980456429]}, {'Energy': {'bound': {'total_score': 477.6703769954395, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 484.84680961604397, 'unit': 'kcal/mol'}, 'apo': {'total_score': 456.56286680488944, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 28.283942811154546, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 21.10751019055025, 'unit': 'kcal/mol'}}, 'mRMSD': 0.515228796631438, 'RMSDs': [0.5077168730614958, 0.4787313865191508]}]"
128,128,C[C@H](N)C(=O)Nc1cc(C(F)(F)F)nn1C(=O)[C@H](C)C#N,BBS_AMU_086A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-72730,EN300-12177685,CC(C#N)C(=O)O,CC(N)C(=O)Nc1cc(C(F)(F)F)n[nH]1,Amidation,"Trim solvent group and maybe the amide pointing ""down"" the T shape",steph-fragnetv2-Z2957505129-1-of-1-step-00258,"[{'Energy': {'bound': {'total_score': 507.34233193205904, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 542.6758183586385, 'unit': 'kcal/mol'}, 'apo': {'total_score': 377.5918974355778, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 165.08392092306076, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 129.75043449648044, 'unit': 'kcal/mol'}}, 'mRMSD': 0.8150563315042367, 'RMSDs': [0.8154828135696145, 0.9319038303854523]}, {'Energy': {'bound': {'total_score': 624.252846665382, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 683.5801045450711, 'unit': 'kcal/mol'}, 'apo': {'total_score': 494.0262880563959, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 189.55381648867518, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 130.22655860898647, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6911128824591121, 'RMSDs': [0.6796369492115364, 0.7224242339041179]}]"
129,129,C[C@@H](N)C(=O)Nc1cc(C(F)(F)F)nn1C(=O)[C@H](C)C#N,BBS_AMU_086B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,TRUE,TRIM,EN300-72730,EN300-12177685,CC(C#N)C(=O)O,CC(N)C(=O)Nc1cc(C(F)(F)F)n[nH]1,Amidation,"Trim solvent group and maybe the amide pointing ""down"" the T shape",steph-fragnetv2-Z2957505129-1-of-1-step-00258,"[{'Energy': {'bound': {'total_score': 507.34233193205904, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 542.6758183586385, 'unit': 'kcal/mol'}, 'apo': {'total_score': 377.5918974355778, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 165.08392092306076, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 129.75043449648044, 'unit': 'kcal/mol'}}, 'mRMSD': 0.8150563315042367, 'RMSDs': [0.8154828135696145, 0.9319038303854523]}, {'Energy': {'bound': {'total_score': 624.252846665382, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 683.5801045450711, 'unit': 'kcal/mol'}, 'apo': {'total_score': 494.0262880563959, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 189.55381648867518, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 130.22655860898647, 'unit': 'kcal/mol'}}, 'mRMSD': 0.6911128824591121, 'RMSDs': [0.6796369492115364, 0.7224242339041179]}]"
130,130,CCC[C@H](C#N)C(=O)N[C@H](C)C(=O)Nc1cc(C(F)(F)F)[nH]n1,BBS_AMU_087A,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-148497,EN300-12177685,CCCC(C#N)C(=O)O,CC(N)C(=O)Nc1cc(C(F)(F)F)[nH]n1,Amidation,Trim solvent group,steph-fragnetv2-Z2957505129-1-of-1-step-01783,"[{'Energy': {'bound': {'total_score': 231.28379172950196, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 337.56436622472586, 'unit': 'kcal/mol'}, 'apo': {'total_score': 233.76644248662865, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 103.79792373809721, 'unit': 'kcal/mol'}, 'insitu': {'total_score': -2.482650757127555, 'unit': 'kcal/mol'}}, 'mRMSD': 1.063534207843156, 'RMSDs': [1.0829709786656114, 1.2350908628266384]}]"
131,131,CC(C)(C)c1cc(NC(=O)[C@@H](CP(C)(C)=O)C(F)(F)F)n(C(C)(C)C)n1,BBS_AMU_087B,A71EV2A-x0310_0A:Z1688504114,A71EV2A-x0556_0A:Z1259207775,FALSE,FALSE,TRUE,TRUE,FALSE,TRIM,EN300-37468065,EN300-52907,CP(C)(=O)CC(C(=O)O)C(F)(F)F,CC(C)(C)c1cc(N)n(C(C)(C)C)n1,Amidation,Trim solvent group and consider the effects of phosphor group so close to tri fluoro (sterics),steph-fragnetv2-Z3608273487-1-of-1-step-01281,"[{'Energy': {'bound': {'total_score': 411.0781802311978, 'unit': 'kcal/mol'}, 'unbound': {'total_score': 418.65709934920704, 'unit': 'kcal/mol'}, 'apo': {'total_score': 405.2800053900225, 'unit': 'kcal/mol'}, 'ideal': {'total_score': 13.377093959184563, 'unit': 'kcal/mol'}, 'insitu': {'total_score': 5.798174841175531, 'unit': 'kcal/mol'}}, 'mRMSD': 0.7904839313885107, 'RMSDs': [0.6972362316162202, 0.7325383436276025]}]"
