1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,3_r1_smiles,3_reaction,4_r1_smiles,4_r2_smiles,4_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit1_short,hit2_short,placed,datetime,num_steps
OB(O)c1cc[nH]n1,Nc1cc(Br)cc2c1OCO2,Sp2-sp2_Suzuki_coupling,,,,,,,,,cx0864a-cx1338a,2024-09-03,,,CHIKV_MacB-x1338_B_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0864_A_401_CHIKV_MacB-x0300+A+401+1,RGWZNWCCBDMABV-UHFFFAOYSA-N,70.0,229.0,216.0,F4ACbj,Nc1cc(-c2cc[nH]n2)cc2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1823.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/RGWZNWCCBDMABV-UHFFFAOYSA-N/RGWZNWCCBDMABV-UHFFFAOYSA-N_F4ACbj_to_hippo.pkl.gz,418.0,376.0,cx1338a,cx0864a,True,2024-09-03 18:23:00,1.0
,,,,,,,,,,,cx0540a-cx0824a,2024-09-04,No routes found for CC(C)(C(=O)c1cc2cc(F)ccc2cc1F)c1ccncc1.,NoSynthesisRoute,CHIKV_MacB-x0824_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0540_C_401_CHIKV_MacB-x0300+A+401+1,HLVWNPOOEHBPQQ-UHFFFAOYSA-N,133.0,,,,CC(C)(C(=O)c1cc2cc(F)ccc2cc1F)c1ccncc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,852.0,,,,cx0824a,cx0540a,False,2024-09-04 08:52:00,0.0
,,,,,,,,,,,cx0317a-cx1410a,2024-09-03,No atoms found involved in reaction Sp3-sp2_Suzuki_coupling in mol Nc1nc2ccc(I)cc2s1 and CC1(C)OB(C(CO)B2OC(C)(C)C(C)(C)O2)OC1(C)C,SMARTSError,CHIKV_MacB-x0317_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1410_A_401_CHIKV_MacB-x0300+A+401+1,LPTKFJPKUGXCQF-QMMMGPOBSA-N,60.0,,,,CC1=C([C@@H](CO)c2ccc3nc(N)sc3c2)C(=O)N=N1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1755.0,,,,cx0317a,cx1410a,False,2024-09-03 17:55:00,0.0
OB(O)c1cc[nH]n1,CNC(=O)c1c(Cl)ccc2c1OCO2,Sp2-sp2_Suzuki_coupling,,,,,,,,,cx0864d-cx0399f,2024-09-04,,,CHIKV_MacB-x0864_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0399_C_309_CHIKV_MacB-x0300+A+401+1,FCNMMRVSBYHGGR-UHFFFAOYSA-N,298.0,187.0,125.0,tSmsBj,CNC(=O)c1c(-c2cc[nH]n2)ccc2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1044.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/FCNMMRVSBYHGGR-UHFFFAOYSA-N/FCNMMRVSBYHGGR-UHFFFAOYSA-N_tSmsBj_to_hippo.pkl.gz,209.0,188.0,cx0864d,cx0399f,True,2024-09-04 10:44:00,1.0
,,,,,,,,,,,cx0300a-cx1440a,2024-09-04,No routes found for N[C@H]1C[C@@]2(CCN1)N[C@H](C(=O)N[C@@H]1CCC(=O)NC1)CS2.,NoSynthesisRoute,CHIKV_MacB-x1440_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,YEBFHGFWUANWQR-COMAGPEQSA-N,188.0,,,,N[C@H]1C[C@@]2(CCN1)N[C@H](C(=O)N[C@@H]1CCC(=O)NC1)CS2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,919.0,,,,cx1440a,cx0300a,False,2024-09-04 09:19:00,0.0
,,,,,,,,,,,cx0544a-cx0406a,2024-09-03,No routes found for NC(=O)Nc1cccc2c1OCc1nsc(N[C@@H]3CCC[C@H]3CO)c1-2.,NoSynthesisRoute,CHIKV_MacB-x0544_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,OAICSEFZSKZFMV-GXSJLCMTSA-N,35.0,,,,NC(=O)Nc1cccc2c1OCc1nsc(N[C@@H]3CCC[C@H]3CO)c1-2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1743.0,,,,cx0544a,cx0406a,False,2024-09-03 17:43:00,0.0
OB(O)c1cc[nH]n1,Nc1cc(Br)cc2c1OCO2,Sp2-sp2_Suzuki_coupling,,,,,,,,,cx0864a-cx1203a,2024-09-03,,,CHIKV_MacB-x0864_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1203_A_304_CHIKV_MacB-x0300+A+401+1,RGWZNWCCBDMABV-UHFFFAOYSA-N,76.0,229.0,216.0,GbV7Gr,Nc1cc(-c2cc[nH]n2)cc2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1828.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/RGWZNWCCBDMABV-UHFFFAOYSA-N/RGWZNWCCBDMABV-UHFFFAOYSA-N_GbV7Gr_to_hippo.pkl.gz,418.0,376.0,cx0864a,cx1203a,True,2024-09-03 18:28:00,1.0
,,,,,,,,,,,cx0839a-cx0406a,2024-09-04,No routes found for CNc1cnc2ccc([C@@H]3CCC[C@H]3CO)cc2n1.,NoSynthesisRoute,CHIKV_MacB-x0839_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,GVJBINMCNRNOAI-RYUDHWBXSA-N,168.0,,,,CNc1cnc2ccc([C@@H]3CCC[C@H]3CO)cc2n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,910.0,,,,cx0839a,cx0406a,False,2024-09-04 09:10:00,0.0
,,,,,,,,,,,cx0316a-cx0553a,2024-09-04,No routes found for CN(CC(N)=O)c1snc(CCc2nc(Cn3ccccc3=O)no2)c1C#N.,NoSynthesisRoute,CHIKV_MacB-x0553_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0316_C_304_CHIKV_MacB-x0300+A+401+1,GPZJEEYGFUVZKG-UHFFFAOYSA-N,231.0,,,,CN(CC(N)=O)c1snc(CCc2nc(Cn3ccccc3=O)no2)c1C#N,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,941.0,,,,cx0553a,cx0316a,False,2024-09-04 09:41:00,0.0
,,,,,,,,,,,cx1091a-cx0522a,2024-09-04,No atoms found involved in reaction Buchwald-Hartwig_amidation_with_amide-like_nucleophile in mol O=c1cc(Cl)c(Br)c[nH]1 and CCNc1ncccc1C(=O)NC,SMARTSError,CHIKV_MacB-x0522_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1091_C_308_CHIKV_MacB-x0300+A+401+1,XVEXVZRWLIBDHE-UHFFFAOYSA-N,219.0,,,,CCN1c2cc(=O)n(CCO)cc2N(C)C(=O)c2cccnc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,935.0,,,,cx0522a,cx1091a,False,2024-09-04 09:35:00,0.0
Oc1cnccc1Br,Nc1ccc(O)cc1,Buchwald-Hartwig_amination,,,,,,,,,cx0935a-cx1132f,2024-09-04,,,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1132_D_306_CHIKV_MacB-x0300+A+401+1,MIMRXPBJLOWRMN-UHFFFAOYSA-N,328.0,10000.0,5028.0,u2HpuH,Oc1ccc(Nc2ccncc2O)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1305.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/MIMRXPBJLOWRMN-UHFFFAOYSA-N/MIMRXPBJLOWRMN-UHFFFAOYSA-N_u2HpuH_to_hippo.pkl.gz,15120.0,14700.0,cx0935a,cx1132f,True,2024-09-04 13:05:00,1.0
,,,,,,,,,,,cx0935a-cx1278a,2024-09-04,No routes found for COCC(=O)N[C@H]1CC[C@@H](O)C[C@]12CNC[C@@H]2C(=O)OC.,NoSynthesisRoute,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1278_D_401_CHIKV_MacB-x0300+A+401+1,XPKCWEBJKCHHHK-NJBDSQKTSA-N,331.0,,,,COCC(=O)N[C@H]1CC[C@@H](O)C[C@]12CNC[C@@H]2C(=O)OC,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1031.0,,,,cx0935a,cx1278a,False,2024-09-04 10:31:00,0.0
,,,,,,,,,,,cx0404a-cx1402a,2024-09-04,No routes found for COC[C@H]1ON[C@H]2[C@@H]1CCCN[C@@H]2N.,NoSynthesisRoute,CHIKV_MacB-x0404_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1402_A_401_CHIKV_MacB-x0300+A+401+1,WRBAXNAMZCGYTN-HXFLIBJXSA-N,101.0,,,,COC[C@H]1ON[C@H]2[C@@H]1CCCN[C@@H]2N,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,836.0,,,,cx0404a,cx1402a,False,2024-09-04 08:36:00,0.0
,,,,,,,,,,,cx0522a-cx0305a,2024-09-03,No routes found for CCOc1c(C)cccc1C(=O)[N+](C)(C)[O-].,NoSynthesisRoute,CHIKV_MacB-x0522_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0305_C_304_CHIKV_MacB-x0300+A+401+1,BQWBETSFXSQZSO-UHFFFAOYSA-N,49.0,,,,CCOc1c(C)cccc1C(=O)[N+](C)(C)[O-],/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1750.0,,,,cx0522a,cx0305a,False,2024-09-03 17:50:00,0.0
,,,,,,,,,,,cx0406a-cx0935a,2024-09-04,Scaffold could not be successfully placed.,ScaffoldPlacementError,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0406_A_401_CHIKV_MacB-x0300+A+401+1,KXSLGBIXQCYSPW-VHSXEESVSA-N,275.0,,,,COCC(=O)Nc1sc(N[C@@H]2CCC[C@H]2CO)nc1C,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1003.0,,,,cx0935a,cx0406a,False,2024-09-04 10:03:00,0.0
,,,,,,,,,,,cx0398a-cx0300a,2024-09-03,No routes found for O=C1C[C@@]2(CCN(c3ccccc3F)C2=O)[C@H](CC(=O)c2cscn2)CN1.,NoSynthesisRoute,CHIKV_MacB-x0398_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,GALXDKHZCUFLNP-BLVKFPJESA-N,57.0,,,,O=C1C[C@@]2(CCN(c3ccccc3F)C2=O)[C@H](CC(=O)c2cscn2)CN1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1754.0,,,,cx0398a,cx0300a,False,2024-09-03 17:54:00,0.0
,,,,,,,,,,,cx0864d-cx0289a,2024-09-04,No routes found for Nc1ccc(S(=O)(=O)NN2COc3cc(-c4ccn[nH]4)ccc32)cc1.,NoSynthesisRoute,CHIKV_MacB-x0289_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0864_C_401_CHIKV_MacB-x0300+A+401+1,VUFQTOXRHKYCQJ-UHFFFAOYSA-N,297.0,,,,Nc1ccc(S(=O)(=O)NN2COc3cc(-c4ccn[nH]4)ccc32)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1014.0,,,,cx0289a,cx0864d,False,2024-09-04 10:14:00,0.0
,,,,,,,,,,,cx0969a-cx1316a,2024-09-04,No routes found for C[C@H]1COc2cc(O)c(CO)cc21.,NoSynthesisRoute,CHIKV_MacB-x0969_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1316_A_401_CHIKV_MacB-x0300+A+401+1,VXRYAOWDXSGLEE-LURJTMIESA-N,143.0,,,,C[C@H]1COc2cc(O)c(CO)cc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,857.0,,,,cx0969a,cx1316a,False,2024-09-04 08:57:00,0.0
OB(O)c1cc[nH]n1,Nc1cc(Br)cc2c1OCO2,Sp2-sp2_Suzuki_coupling,,,,,,,,,cx0864a-cx1271a,2024-09-03,,,CHIKV_MacB-x1271_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0864_A_401_CHIKV_MacB-x0300+A+401+1,RGWZNWCCBDMABV-UHFFFAOYSA-N,72.0,229.0,0.0,XDh6fb,Nc1cc(-c2cc[nH]n2)cc2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1815.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/RGWZNWCCBDMABV-UHFFFAOYSA-N/RGWZNWCCBDMABV-UHFFFAOYSA-N_XDh6fb_to_hippo.pkl.gz,418.0,376.0,cx1271a,cx0864a,True,2024-09-03 18:15:00,1.0
,,,,,,,,,,,cx0300a-cx1372a,2024-09-04,No routes found for NC(=O)c1cc2scc(C(=O)N[C@@H]3CCC(=O)NC3)c2cc1N.,NoSynthesisRoute,CHIKV_MacB-x1372_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,GAXUXENYSQWSMK-SSDOTTSWSA-N,184.0,,,,NC(=O)c1cc2scc(C(=O)N[C@@H]3CCC(=O)NC3)c2cc1N,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,917.0,,,,cx1372a,cx0300a,False,2024-09-04 09:17:00,0.0
,,,,,,,,,,,cx0864a-cx0756a,2024-09-03,No routes found for Cc1cnc2cnnc-2c2ccc3c(c12)OCO3.,NoSynthesisRoute,CHIKV_MacB-x0864_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0756_A_304_CHIKV_MacB-x0300+A+401+1,YYFHFXCXRBQSCG-UHFFFAOYSA-N,78.0,,,,Cc1cnc2cnnc-2c2ccc3c(c12)OCO3,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1804.0,,,,cx0864a,cx0756a,False,2024-09-03 18:04:00,0.0
,,,,,,,,,,,cx0270a-cx1445d,2024-09-04,No routes found for CNC(=O)c1cn(C)c2c(O)c(C(N)=O)ccc12.,NoSynthesisRoute,CHIKV_MacB-x1445_B_402_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0270_A_304_CHIKV_MacB-x0300+A+401+1,BHSNIPGLENZPPW-UHFFFAOYSA-N,251.0,,,,CNC(=O)c1cn(C)c2c(O)c(C(N)=O)ccc12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,951.0,,,,cx1445d,cx0270a,False,2024-09-04 09:51:00,0.0
Oc1c(Cl)ncc2ccccc12,Nc1ccc(O)cc1,N-nucleophilic_aromatic_substitution,,,,,,,,,cx0935a-cx1440b,2024-09-04,,,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1440_A_306_CHIKV_MacB-x0300+A+401+1,FXMHNJCWYFUXEW-UHFFFAOYSA-N,340.0,1037.0,692.0,uS8o7t,Oc1ccc(Nc2ncc3ccccc3c2O)cc1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1114.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/FXMHNJCWYFUXEW-UHFFFAOYSA-N/FXMHNJCWYFUXEW-UHFFFAOYSA-N_uS8o7t_to_hippo.pkl.gz,1046.0,1017.0,cx0935a,cx1440b,True,2024-09-04 11:14:00,1.0
,,,,,,,,,,,cx1305a-cx1410a,2024-09-03,No routes found for Nc1cc(O)cc2c1OCN2F.,NoSynthesisRoute,CHIKV_MacB-x1305_A_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1410_A_401_CHIKV_MacB-x0300+A+401+1,LYCREJRCENYTSV-UHFFFAOYSA-N,86.0,,,,Nc1cc(O)cc2c1OCN2F,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1808.0,,,,cx1305a,cx1410a,False,2024-09-03 18:08:00,0.0
On1nccc1I,OB(O)c1ccc2c(c1)OCO2,Sp2-sp2_Suzuki_coupling,,,,,,,,,cx0864a-cx0969a,2024-09-03,,,CHIKV_MacB-x0864_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0969_A_304_CHIKV_MacB-x0300+A+401+1,JOXQXTUGOHUMII-UHFFFAOYSA-N,74.0,14.0,0.0,5FTjEF,On1nccc1-c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1806.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/JOXQXTUGOHUMII-UHFFFAOYSA-N/JOXQXTUGOHUMII-UHFFFAOYSA-N_5FTjEF_to_hippo.pkl.gz,14.0,14.0,cx0864a,cx0969a,True,2024-09-03 18:06:00,1.0
,,,,,,,,,,,cx0441a-cx0436a,2024-09-04,No routes found for NC(=O)c1ccc2c(c1)C[C@@]1(C[C@H]3CCCC[C@H]3C1)NC2.,NoSynthesisRoute,CHIKV_MacB-x0436_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0441_D_401_CHIKV_MacB-x0300+A+401+1,XADHKYPYAQGCKZ-UOIKSKOESA-N,174.0,,,,NC(=O)c1ccc2c(c1)C[C@@]1(C[C@H]3CCCC[C@H]3C1)NC2,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,912.0,,,,cx0436a,cx0441a,False,2024-09-04 09:12:00,0.0
Cc1cc(I)cc(F)n1,CNNC=O,N-nucleophilic_aromatic_substitution,Cc1cc(I)cc(N(C)NC=O)n1,CC(CCB1OC(C)(C)C(C)(C)O1)NC(N)=O,Sp3-sp2_Suzuki_coupling,,,,,,cx0544a-cx1194a,2024-09-03,,,CHIKV_MacB-x0544_D_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1194_A_305_CHIKV_MacB-x0300+A+401+1,OYZLDUQCBJYBED-VIFPVBQESA-N,33.0,254.0,61.0,oKid7K,Cc1cc(CC[C@H](C)NC(N)=O)cc(N(C)NC=O)n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1802.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/OYZLDUQCBJYBED-VIFPVBQESA-N/OYZLDUQCBJYBED-VIFPVBQESA-N_oKid7K_to_hippo.pkl.gz,254.0,112.0,cx0544a,cx1194a,True,2024-09-03 18:02:00,2.0
Nc1ccc(O)c(B(O)O)c1,COCC(=O)O,Amidation,O=C1CCC(NC(=O)c2csc(I)n2)CN1,COCC(=O)Nc1ccc(O)c(B(O)O)c1,Sp2-sp2_Suzuki_coupling,,,,,,cx0935a-cx0300a,2024-09-04,,,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,SBEBTLKTHHBVAY-LLVKDONJSA-N,313.0,314.0,312.0,ZWFCao,COCC(=O)Nc1ccc(O)c(-c2nc(C(=O)N[C@@H]3CCC(=O)NC3)cs2)c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1040.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/SBEBTLKTHHBVAY-LLVKDONJSA-N/SBEBTLKTHHBVAY-LLVKDONJSA-N_ZWFCao_to_hippo.pkl.gz,314.0,100.0,cx0935a,cx0300a,True,2024-09-04 10:40:00,2.0
,,,,,,,,,,,cx1194a-cx0300a,2024-09-04,No routes found for CC1=NC(=O)c2c(C)cc(C(=O)N[C@@H]3CCC(=O)NC3)nc21.,NoSynthesisRoute,CHIKV_MacB-x1194_A_305_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,YWJFGTHZNXFVBZ-SECBINFHSA-N,123.0,,,,CC1=NC(=O)c2c(C)cc(C(=O)N[C@@H]3CCC(=O)NC3)nc21,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,847.0,,,,cx1194a,cx0300a,False,2024-09-04 08:47:00,0.0
N#Cc1c(O)ccc(N)c1F,COCC(=O)O,Amidation,COCC(=O)Nc1ccc(O)c(C#N)c1F,CNCC(N)=O,N-nucleophilic_aromatic_substitution,,,,,,cx0935a-cx0553a,2024-09-04,,,CHIKV_MacB-x0935_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0553_A_401_CHIKV_MacB-x0300+A+401+1,XXPRWRCNORVHSY-UHFFFAOYSA-N,317.0,10000.0,960.0,sCHeek,COCC(=O)Nc1ccc(O)c(C#N)c1N(C)CC(N)=O,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0270a_apo-desolv.pdb,1444.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/XXPRWRCNORVHSY-UHFFFAOYSA-N/XXPRWRCNORVHSY-UHFFFAOYSA-N_sCHeek_to_hippo.pkl.gz,33415.0,15000.0,cx0935a,cx0553a,True,2024-09-04 14:44:00,2.0
,,,,,,,,,,,CHIKVMac-DLS-JA004,2024-09-03,The reactants do not match the reaction SMARTS in reaction Nucleophilic_substitution_with_amine in mol O=c1ccnc[nH]1 and Cc1ccc(S(=O)(=O)OCC2CCC(=O)N2)cc1.,SMARTSError,CHIKV_MacB-x0314_B_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1114_A_401_CHIKV_MacB-x0300+A+401+1,LWEMDYODZODBHC-SSDOTTSWSA-N,3.0,,,,O=C1CC[C@H](Cn2cnccc2=O)N1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1710.0,,,,cx0314a,cx1114a,False,2024-09-03 17:10:00,0.0
NC1CCC(=O)NC1,CCOC(=O)c1csc(-c2c(C)n[nH]c2C)n1,Ester_amidation,,,,,,,,,cx0300a-cx1417a,2024-09-04,,,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1417_A_304_CHIKV_MacB-x0300+A+401+1,OULBTDXTVHQBAE-SECBINFHSA-N,195.0,419.0,251.0,J5FhY9,Cc1n[nH]c(C)c1-c1nc(C(=O)N[C@@H]2CCC(=O)NC2)cs1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,957.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/OULBTDXTVHQBAE-SECBINFHSA-N/OULBTDXTVHQBAE-SECBINFHSA-N_J5FhY9_to_hippo.pkl.gz,3603.0,1460.0,cx0300a,cx1417a,True,2024-09-04 09:57:00,1.0
O=C(O)C(CS)c1cccc(Br)c1,NC1CCC(=O)NC1,Amidation,O=C1CCC(NC(=O)C(CS)c2cccc(Br)c2)CN1,CCC(N)N,Buchwald-Hartwig_amination,,,,,,cx1338a-cx0300a,2024-09-05,,,CHIKV_MacB-x1338_B_304_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0300_A_401_CHIKV_MacB-x0300+A+401+1,JAHJLJNEYRGXQB-RBSFLKMASA-N,40.0,10000.0,5030.0,TqMXju,CC[C@H](N)Nc1cccc([C@@H](CS)C(=O)N[C@@H]2CCC(=O)NC2)c1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1616.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/JAHJLJNEYRGXQB-RBSFLKMASA-N/JAHJLJNEYRGXQB-RBSFLKMASA-N_TqMXju_to_hippo.pkl.gz,97318.0,11536.0,cx1338a,cx0300a,True,2024-09-05 16:16:00,2.0
,,,,,,,,,,,cx1417a-cx1299a,2024-09-04,No routes found for CCOc1c(O)ccc2nn(N)c(CC)c12.,NoSynthesisRoute,CHIKV_MacB-x1299_C_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x1417_A_304_CHIKV_MacB-x0300+A+401+1,ZFLRBPWUUCTPDU-UHFFFAOYSA-N,207.0,,,,CCOc1c(O)ccc2nn(N)c(CC)c12,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,929.0,,,,cx1299a,cx1417a,False,2024-09-04 09:29:00,0.0
CNc1cnc2cccc(Br)c2n1,CN(C)C(=O)CN,Buchwald-Hartwig_amination,,,,,,,,,cx0839a-cx0721a,2024-09-04,,,CHIKV_MacB-x0839_A_401_CHIKV_MacB-x0300+A+401+1,CHIKV_MacB-x0721_B_401_CHIKV_MacB-x0300+A+401+1,XDUHPRMEDNEUSF-UHFFFAOYSA-N,166.0,1192.0,617.0,n9AZNQ,CNc1cnc2cccc(NCC(=O)N(C)C)c2n1,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac-syndirella-run/fragments/templates/cx0300a_apo-desolv.pdb,1000.0,/opt/xchem-fragalysis-2/kfieseler/CHIKV-Mac/XDUHPRMEDNEUSF-UHFFFAOYSA-N/XDUHPRMEDNEUSF-UHFFFAOYSA-N_n9AZNQ_to_hippo.pkl.gz,1196.0,721.0,cx0839a,cx0721a,True,2024-09-04 10:00:00,1.0
