smiles,submitter_name,ref_pdb,hit_names,ROMol,ID,name
CCc1cc(NC(=O)C(C)(C)CC)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8510>,Z1217420458,steph_fragnetv2_Z1217420458
CCCCCCC(=O)Nc1n[nH]c(C(=O)OCC)c1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8580>,Z2964457292,steph_fragnetv2_Z2964457292
CCn1ncc(C)c1NC(=O)C=C1CC1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d85f0>,Z4100347929,steph_fragnetv2_Z4100347929
CCOC(=O)c1cnn(CCC#N)c1NC(=O)CCC(C)C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8660>,Z1424690258,steph_fragnetv2_Z1424690258
Cc1ccc(-c2cc(NC(=O)CC(C)C(F)(F)F)[nH]n2)o1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d86d0>,Z2715382539,steph_fragnetv2_Z2715382539
Cn1nccc1NC(=O)C(F)(F)C(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8740>,Z1343950744,steph_fragnetv2_Z1343950744
CCCC(=CC(=O)Nc1[nH]nc(C2CCOCC2)c1C)CCC,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d87b0>,Z3612955033,steph_fragnetv2_Z3612955033
COc1cc(NC(=O)C=C(C)C(C)C)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8820>,Z3053896397,steph_fragnetv2_Z3053896397
CC(C)c1cc(NC(=O)CCC(C)(C)[N+](=O)[O-])n(C(C)C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8890>,Z2272234726,steph_fragnetv2_Z2272234726
CCOC(=O)c1cc(NC(=O)C(C)(C)C(C)(F)F)[nH]n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8900>,Z2272280358,steph_fragnetv2_Z2272280358
Cc1cc(NC(=O)C(C)C(C)C(C)(C)C)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8a50>,Z2766509181,steph_fragnetv2_Z2766509181
COC(=O)c1c(OCCO)n[nH]c1NC(=O)C(C)SC,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8ac0>,PV-002253279027,steph_fragnetv2_PV-002253279027
CC(C)Cn1cc(NC(=O)C(C)C)cn1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8b30>,Z1275534572,steph_fragnetv2_Z1275534572
CC(C)CCc1cc(NC(=O)C(C)(C)C#N)[nH]n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8ba0>,Z1822239900,steph_fragnetv2_Z1822239900
COc1cc(NC(=O)C(C)=C2CC2)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8c10>,Z3086667301,steph_fragnetv2_Z3086667301
CC(C)n1nc(-c2ccccc2)cc1NC(=O)CCCC#N,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8c80>,Z2190509401,steph_fragnetv2_Z2190509401
Cc1cncc(NC(=O)C(C#N)c2ccncn2)c1,Steph Wills,x0310_0A,"x0310_0A,x0556_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8cf0>,Z1837820127,steph_fragnetv2_Z1837820127
CCC(C)C(=O)Nc1cc(C)n[nH]1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8d60>,"CSMB00011929012,ENAMINE","steph_fragnetv2_CSMB00011929012,ENAMINE"
COC(=O)c1cc(NC(=O)C(C)(C)CC(F)F)[nH]n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8dd0>,Z3585554737,steph_fragnetv2_Z3585554737
COc1cc(NC(=O)CC(C)C(F)(F)F)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8eb0>,Z2852444229,steph_fragnetv2_Z2852444229
C=CC(C)=CCC(=O)Nc1[nH]nc(C(=O)OC)c1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8f20>,Z2964495578,steph_fragnetv2_Z2964495578
COCCc1cc(NC(=O)C=CSC)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760d8f90>,Z1453922007,steph_fragnetv2_Z1453922007
CC(C)(C)n1nc(C2CC2)cc1NC(=O)CSCC(F)(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1040>,Z3612845201,steph_fragnetv2_Z3612845201
CCn1nc(C)cc1NC(=O)C(C)(C)CC,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c10b0>,Z2721029681,steph_fragnetv2_Z2721029681
Cn1nc(C(F)(F)F)cc1NC(=O)CCCCCC#N,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1120>,Z2676672086,steph_fragnetv2_Z2676672086
CCCCC(C)C(=O)Nc1[nH]nc(C)c1-c1ccccc1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1190>,Z2005455700,steph_fragnetv2_Z2005455700
CC(C)Cc1cc(NC(=O)C(CC(C)C)C(C)C)[nH]n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1200>,PV-002335126290,steph_fragnetv2_PV-002335126290
CC(=O)Nc1[nH]nc(C(=O)NCCCCCF)c1Br,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1270>,Z4325942636,steph_fragnetv2_Z4325942636
CCCC(CC)C(=O)Nc1n[nH]c(C(=O)O)c1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c12e0>,Z3508881421,steph_fragnetv2_Z3508881421
Cn1nc(-c2ccsc2)cc1NC(=O)C(C)(C)CC(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1350>,Z2331925101,steph_fragnetv2_Z2331925101
Cn1nc(C2CCCO2)cc1NC(=O)CSCCC#N,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c13c0>,Z3940787091,steph_fragnetv2_Z3940787091
N#CCC(=O)Nc1cc(C(F)(F)F)n[nH]1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1430>,Z2957505129,steph_fragnetv2_Z2957505129
COC(=O)c1cc(NC(=O)C(C)(C)CC(F)(F)F)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c14a0>,Z3087211194,steph_fragnetv2_Z3087211194
CC(=O)Nc1[nH]nc(C(=O)NCC(C)[S+](C)[O-])c1Br,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c15f0>,PV-003845595548,steph_fragnetv2_PV-003845595548
Cc1cnn(C(C)C)c1NC(=O)CC(C)(C)C(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1660>,Z4466634391,steph_fragnetv2_Z4466634391
CCCn1ncc(C(=O)OCC)c1NC(=O)C=CSC,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c16d0>,Z1580106382,steph_fragnetv2_Z1580106382
CCn1nc(C)cc1NC(=O)C(C)(CC)CCC(C)C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1740>,PV-002954885113,steph_fragnetv2_PV-002954885113
CC(C)C(C)C(=O)Nc1ccc(Cl)nc1C(N)=O,Steph Wills,x0310_0A,"x0310_0A,x0556_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c17b0>,Z1555217664,steph_fragnetv2_Z1555217664
Cc1n[nH]c(NC(=O)C(C)C)c1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1820>,"Z872990488,CHEMSPACE-BB","steph_fragnetv2_Z872990488,CHEMSPACE-BB"
CC(=O)Nc1[nH]nc(C(=O)NCCC=C(C)C)c1Br,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1890>,Z4320780129,steph_fragnetv2_Z4320780129
Cc1ccc(NC(=O)C(C#N)c2ncc(C(C)(C)C)s2)cn1,Steph Wills,x0310_0A,"x0310_0A,x0556_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1900>,Z2367101733,steph_fragnetv2_Z2367101733
Cn1nc(C(C)(C)C)cc1NC(=O)C(C)(C)CC#N,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1970>,Z3471517783,steph_fragnetv2_Z3471517783
C=CCCCCC(=O)Nc1[nH]nc(C)c1-c1ccccc1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c19e0>,Z4175952963,steph_fragnetv2_Z4175952963
CCn1nc(-c2ccccc2)cc1NC(=O)CC(F)(F)C(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1a50>,Z4246253494,steph_fragnetv2_Z4246253494
Cc1c(NC(=O)C(C)SC(C)C)cnn1CC(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1ac0>,Z3644026130,steph_fragnetv2_Z3644026130
C=C(C(=O)Nc1[nH]nc(C)c1Cl)C(C)(C)C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1b30>,Z4284664473,steph_fragnetv2_Z4284664473
COC(=O)c1cc(NC(=O)C(C)=C2CC2)[nH]n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1ba0>,Z3585555410,steph_fragnetv2_Z3585555410
CSc1cnn(C)c1NC(=O)CC(F)(F)C(F)(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1c10>,Z4220841814,steph_fragnetv2_Z4220841814
CC=C(CC)C(=O)Nc1ccnn1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1c80>,Z1832631732,steph_fragnetv2_Z1832631732
CC(C)n1nc(-c2ccco2)cc1NC(=O)CC(F)(F)CCl,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1cf0>,Z4320915463,steph_fragnetv2_Z4320915463
CC(=O)Nc1cccc(C(=O)Nc2[nH]nc3c2CCCC3)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1d60>,Z4521052595,steph_fragnetv2_Z4521052595
O=C(CC(F)F)Nc1ccc(OCc2ccccn2)nc1,Steph Wills,x0310_0A,"x0310_0A,x0556_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1dd0>,PV-003728246821,steph_fragnetv2_PV-003728246821
C=CCC(CC)C(=O)Nc1ccc(OCc2ccccn2)nc1,Steph Wills,x0310_0A,"x0310_0A,x0556_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1e40>,Z4492772573,steph_fragnetv2_Z4492772573
Cn1nc(C(=O)O)cc1NC(=O)C(C)(C)C(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1eb0>,Z3509107939,steph_fragnetv2_Z3509107939
Cc1n[nH]c(NC(=O)CC(C)CC(C)(C)C)c1C#N,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1760c1f20>,Z2125637904,steph_fragnetv2_Z2125637904
CC(=O)Nc1[nH]nc(C(=O)NCC(C)(C)C(F)(F)F)c1Br,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed040>,Z4323603161,steph_fragnetv2_Z4323603161
CCC(C)(C#N)C(=O)Nc1ccc(OCc2ccccn2)nc1,Steph Wills,x0310_0A,"x0310_0A,x0556_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed0b0>,Z4247960204,steph_fragnetv2_Z4247960204
Cc1cc(NC(=O)C=CC(C)(C)C)n(C(C)C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed120>,Z3716279591,steph_fragnetv2_Z3716279591
N#CCC(=O)Nc1cc(Cc2ccccc2)[nH]n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed190>,PV-002778506714,steph_fragnetv2_PV-002778506714
C#CC(C)(C)C(=O)Nc1c(C)cnn1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed200>,Z3583364875,steph_fragnetv2_Z3583364875
Cc1cc(NC(=O)CC(C)C(F)F)n(C(C)C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed2e0>,Z3716287463,steph_fragnetv2_Z3716287463
CC(=O)Nc1[nH]nc(C(=O)NCC(O)C(F)(F)F)c1Br,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed350>,PV-003204510869,steph_fragnetv2_PV-003204510869
CSc1cnn(C)c1NC(=O)C(C)C(C)(F)F,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed3c0>,Z4220840087,steph_fragnetv2_Z4220840087
CC(=O)Nc1[nH]nc(C(=O)NCCN(C(C)C)C(C)C)c1Br,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed4a0>,Z4316019086,steph_fragnetv2_Z4316019086
CSc1cnn(C)c1NC(=O)C(CC(C)C)CC(C)C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed510>,PV-002886689918,steph_fragnetv2_PV-002886689918
COC(=O)c1cc(NC(=O)C(C)(C)CC(C)C)n(C)n1,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed580>,Z3087212791,steph_fragnetv2_Z3087212791
CCn1nc(C)cc1NC(=O)C(C)(C#N)CC,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed5f0>,Z2721042151,steph_fragnetv2_Z2721042151
CC(=O)Nc1[nH]nc(C(=O)NC(CN)CN)c1Br,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed660>,PV-002825295322,steph_fragnetv2_PV-002825295322
CC(=O)Nc1c(C#N)cnn1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed6d0>,"CSMB00000188912,ENAMINE","steph_fragnetv2_CSMB00000188912,ENAMINE"
Cc1n[nH]c(NC(=O)C(F)(F)C(F)F)c1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed7b0>,"Z1344000962,CHEMSPACE-BB","steph_fragnetv2_Z1344000962,CHEMSPACE-BB"
CCC(C)C(=O)Nc1c(C)cnn1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed890>,Z2643294775,steph_fragnetv2_Z2643294775
CC(=O)Nc1n[nH]c(C(=O)O)c1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed970>,Z3508884577,steph_fragnetv2_Z3508884577
CCc1c(NC(=O)C=C(C)Cl)cnn1CC(C)C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762ed9e0>,Z2893428720,steph_fragnetv2_Z2893428720
CSC(C)(C)C(=O)Nc1[nH]nc(-c2ccncc2)c1C,Steph Wills,x0310_0A,"x0556_0A,x0310_0A",<rdkit.Chem.rdchem.Mol object at 0x1762edac0>,Z2627354192,steph_fragnetv2_Z2627354192
