smiles
CC1=NOC(C2=CC=C(C)C(NC(=O)N3CCC(C(=O)NC4=NN=CS4)CC3)=C2)=N1
C1(=CC(=CC=C1O)NC(=O)C=2C=CC=C(C2)NC(=O)NCC3=CC=CN=C3)C(O)=O
CC1=NN=C2SC(=NN12)C3=CC=CC(NC(=O)CC4=CC=CC=C4)=C3
CC1=NN=C2SC(=NN12)C3=CC=CC(NC(=O)CC4=CC=CC=C4)=C3
C(NC1=CC=C(S(NC=2SC=CN2)(=O)=O)C=C1)(=O)CC=3C4=C(C=CC=C4)N(CC5=CC=C(F)C=C5)C3
C(NC1=CC=C(S(NC=2SC=CN2)(=O)=O)C=C1)(=O)CC=3C4=C(C=CC=C4)N(CC5=CC=C(F)C=C5)C3
C(NC1=CC=C(S(NC=2SC=CN2)(=O)=O)C=C1)(=O)CC=3C4=C(C=CC=C4)N(CC5=CC=C(F)C=C5)C3
CC1=NN=C2SC(=NN12)C3=CC=CC(NC(=O)CC4=CC=CC=C4)=C3
CC1=NOC(C2=CC=C(C)C(NC(=O)N3CCC(C(=O)NC4=NN=CS4)CC3)=C2)=N1
CC1=NN=C2SC(=NN12)C3=CC=CC(NC(=O)CC4=CC=CC=C4)=C3
CC1=NOC(C2=CC=C(C)C(NC(=O)N3CCC(C(=O)NC4=NN=CS4)CC3)=C2)=N1
CC(=O)NC1=CC(NC(C)=O)=CC(C(=O)NCC2=NC(C3=CC=CC=N3)=NO2)=C1
