,reactant1_structuralScore,reactant1_mw,reactant1_smi,reactant1_metadata,reactant2_structuralScore,reactant2_mw,reactant2_smi,reactant2_metadata,product_smi,is_pains
11,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.1763819340491653,418.49999999999983,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,"[{'catalogName': 'enamine_bb', 'catalogId': 'Z30537939', 'smiles': 'CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C', 'link': 'https://www.enaminestore.com/catalog/Z30537939'}]",CC(=O)c1c(C)c(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)n(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)c1C,False
12,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.183810488086322,348.4089999999999,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc[nH]1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-7942537234', 'smiles': 'S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1=CC=CN1)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-7942537234'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cccn1C(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,False
13,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.1941663877367371,347.4249999999998,Cc1ccc(Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)nn1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-3513616393', 'smiles': 'S(=O)(=O)(C1C=CC(=CC=1)NC1C=CC(=NN=1)C)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-3513616393'}]",Cc1ccc(N(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)c2ccc(S(=O)(=O)Nc3nccs3)cc2)nn1,False
14,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.198598725350128,349.3969999999999,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cn[nH]c1,"[{'catalogName': 'mcule_ultimate', 'catalogId': 'CHTSWXSQBFOVEN-UHFFFAOYSA-N', 'smiles': 'C1=CC(=CC=C1NC(=O)C2=CNN=C2)S(=O)(=O)NC3=NC=CS3', 'link': 'https://ultimateapp.mcule.com/search/?t=exact&q=CHTSWXSQBFOVEN-UHFFFAOYSA-N'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cnn(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)c1,False
15,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2021869144630813,349.3969999999999,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc[nH]n1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-7364085768', 'smiles': 'S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1C=CNN=1)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-7364085768'}, {'catalogName': 'mcule_ultimate', 'catalogId': 'CQUGWEHFZQWUED-UHFFFAOYSA-N', 'smiles': 'C1=CC(=CC=C1NC(=O)C2=CC=NN2)S(=O)(=O)NC3=NC=CS3', 'link': 'https://ultimateapp.mcule.com/search/?t=exact&q=CQUGWEHFZQWUED-UHFFFAOYSA-N'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccn(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)n1,False
16,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2029141982447382,354.45699999999977,CCCC(N)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-6128262348', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(C(CCC)N)=O', 'link': 'https://mcule.com/MCULE-6128262348'}]",CCCC(NC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
17,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2046994316794788,352.4409999999998,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)[C@@H]1CCCN1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-9909157590', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(=O)[C@@H]1CCCN1', 'link': 'https://mcule.com/MCULE-9909157590'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)[C@@H]1CCCN1C(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,False
18,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2047420637008804,399.45699999999994,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1n[nH]c2ccccc12,"[{'catalogName': 'enamine_bb', 'catalogId': 'Z32082960', 'smiles': 'O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1n[nH]c2ccccc12', 'link': 'https://www.enaminestore.com/catalog/Z32082960'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1nn(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)c2ccccc12,False
19,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.212080742044435,326.4029999999998,NCCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-3236923055', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(CCN)=O', 'link': 'https://mcule.com/MCULE-3236923055'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)NCCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
20,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2158036837680393,312.3759999999998,NCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-9663274032', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(CN)=O', 'link': 'https://mcule.com/MCULE-9663274032'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)NCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
21,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2172618240224883,432.5269999999998,CCOc1ccccc1NC(=O)CN(c1nccs1)S(=O)(=O)c1ccc(N)cc1,"[{'catalogName': 'enamine_bb', 'catalogId': 'Z56910335', 'smiles': 'CCOc1ccccc1NC(=O)CN(c1nccs1)S(=O)(=O)c1ccc(N)cc1', 'link': 'https://www.enaminestore.com/catalog/Z56910335'}]",CCOc1ccccc1NC(=O)CN(c1nccs1)S(=O)(=O)c1ccc(NC(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)cc1,False
22,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2174401282211142,396.4789999999999,O=C(CSc1nnc[nH]1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'molport', 'catalogId': 'MolPort-002-229-116', 'smiles': 'O=C(CSc1nnc[nH]1)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1', 'link': 'https://www.molport.com/shop/molecule-link/MolPort-002-229-116'}]",O=C(CSc1nncn1C(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
23,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2186858671752864,368.4839999999997,CC(C)CC(N)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-1275670315', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(=O)C(N)CC(C)C', 'link': 'https://mcule.com/MCULE-1275670315'}]",CC(C)CC(NC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
24,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2191348768436114,372.4969999999998,NCCSCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-9726113633', 'smiles': 'S(=O)(=O)(C1C=CC(=CC=1)NC(CSCCN)=O)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-9726113633'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)NCCSCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
25,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2226881276368104,368.4839999999997,CCCCC(N)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-6242973238', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(C(CCCC)N)=O', 'link': 'https://mcule.com/MCULE-6242973238'}]",CCCCC(NC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
26,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2229396219761842,349.39299999999986,Nc1ccc(S(=O)(=O)Nc2nc3ccc(C(=O)O)cc3s2)cc1,"[{'catalogName': 'molport', 'catalogId': 'MolPort-005-909-477', 'smiles': 'Nc1ccc(cc1)S(=O)(=O)Nc1nc2ccc(cc2s1)C(O)=O', 'link': 'https://www.molport.com/shop/molecule-link/MolPort-005-909-477'}, {'catalogName': 'sigma', 'catalogId': '158565259', 'smiles': 'Nc1ccc(S(=O)(=O)Nc2nc3ccc(C(=O)O)cc3s2)cc1', 'link': 'https://www.aldrichmarketselect.com/list_search.php?text_stuff=158565259&listFormat=STRUCTURE_ID&init_qty=1&qty_UOM=1'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)Nc1ccc(S(=O)(=O)Nc2nc3ccc(C(=O)O)cc3s2)cc1,False
27,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2229415414419071,270.3389999999998,NNc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'enamine_made', 'catalogId': 'BBV-22262464', 'smiles': 'c1cc(ccc1NN)S(=O)(=O)Nc2nccs2'}, {'catalogName': 'emolecules', 'catalogId': '37156112', 'smiles': 'Cl.Cl.NNc1ccc(cc1)S(=O)(=O)Nc1nccs1', 'link': 'https://search.emolecules.com/search/#?querytype=emoleculesid&p=1&query=37156112'}, {'catalogName': 'enamine_bb', 'catalogId': 'EN300-99042', 'smiles': 'Cl.Cl.NNc1ccc(S(=O)(=O)Nc2nccs2)cc1', 'link': 'https://www.enaminestore.com/catalog/EN300-99042'}, {'catalogName': 'mcule', 'catalogId': 'MCULE-4930424484', 'smiles': 'S(=O)(=O)(C1C=CC(=CC=1)NN)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-4930424484'}, {'catalogName': 'mcule', 'catalogId': 'MCULE-7316485238', 'smiles': 'Cl.Cl.S(=O)(=O)(C1C=CC(=CC=1)NN)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-7316485238'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)NNc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
28,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2229415414419071,270.3389999999998,NNc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'enamine_made', 'catalogId': 'BBV-22262464', 'smiles': 'c1cc(ccc1NN)S(=O)(=O)Nc2nccs2'}, {'catalogName': 'emolecules', 'catalogId': '37156112', 'smiles': 'Cl.Cl.NNc1ccc(cc1)S(=O)(=O)Nc1nccs1', 'link': 'https://search.emolecules.com/search/#?querytype=emoleculesid&p=1&query=37156112'}, {'catalogName': 'enamine_bb', 'catalogId': 'EN300-99042', 'smiles': 'Cl.Cl.NNc1ccc(S(=O)(=O)Nc2nccs2)cc1', 'link': 'https://www.enaminestore.com/catalog/EN300-99042'}, {'catalogName': 'mcule', 'catalogId': 'MCULE-4930424484', 'smiles': 'S(=O)(=O)(C1C=CC(=CC=1)NN)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-4930424484'}, {'catalogName': 'mcule', 'catalogId': 'MCULE-7316485238', 'smiles': 'Cl.Cl.S(=O)(=O)(C1C=CC(=CC=1)NN)NC1SC=CN=1', 'link': 'https://mcule.com/MCULE-7316485238'}]",NN(C(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)c1ccc(S(=O)(=O)Nc2nccs2)cc1,False
29,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2309853664473209,396.4789999999999,O=C(CSc1cnn[nH]1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'molport', 'catalogId': 'MolPort-044-809-304', 'smiles': 'O=C(CSc1cnn[nH]1)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1', 'link': 'https://www.molport.com/shop/molecule-link/MolPort-044-809-304'}]",O=C(CSc1cnnn1C(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
30,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.237141826739048,348.4089999999999,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc[nH]c1,"[{'catalogName': 'mcule_ultimate', 'catalogId': 'WLPSUASAULMSLR-UHFFFAOYSA-N', 'smiles': 'C1=CC(=CC=C1NC(=O)C2=CNC=C2)S(=O)(=O)NC3=NC=CS3', 'link': 'https://ultimateapp.mcule.com/search/?t=exact&q=WLPSUASAULMSLR-UHFFFAOYSA-N'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccn(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)c1,False
31,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2380943003570858,299.33299999999986,Nc1ccc(S(=O)(=O)Nc2ncc(C(=O)O)s2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-4363626419', 'smiles': 'C1C(N)=CC=C(S(NC2SC(C(O)=O)=CN=2)(=O)=O)C=1', 'link': 'https://mcule.com/MCULE-4363626419'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)Nc1ccc(S(=O)(=O)Nc2ncc(C(=O)O)s2)cc1,False
32,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.239820036362016,350.3849999999999,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cn[nH]n1,"[{'catalogName': 'mcule_ultimate', 'catalogId': 'WKXKGDOUFHTONH-UHFFFAOYSA-N', 'smiles': 'C1=CC(=CC=C1NC(=O)C2=NNN=C2)S(=O)(=O)NC3=NC=CS3', 'link': 'https://ultimateapp.mcule.com/search/?t=exact&q=WKXKGDOUFHTONH-UHFFFAOYSA-N'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cnn(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)n1,False
33,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2415649413124761,375.4749999999998,Cc1ccc(O)c(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1,"[{'catalogName': 'molport', 'catalogId': 'MolPort-002-001-017', 'smiles': 'Cc1ccc(O)c(CNc2ccc(cc2)S(=O)(=O)Nc2nccs2)c1', 'link': 'https://www.molport.com/shop/molecule-link/MolPort-002-001-017'}, {'catalogName': 'molport', 'catalogId': 'MolPort-046-842-339', 'smiles': 'Cl.Cc1ccc(O)c(CNc2ccc(cc2)S(=O)(=O)Nc2nccs2)c1', 'link': 'https://www.molport.com/shop/molecule-link/MolPort-046-842-339'}]",Cc1ccc(O)c(CN(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1,True
34,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2444563318555118,426.479,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(=O)[nH]c2ccccc12,"[{'catalogName': 'enamine_bb', 'catalogId': 'Z57032223', 'smiles': 'O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(=O)[nH]c2ccccc12', 'link': 'https://www.enaminestore.com/catalog/Z57032223'}]",O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(=O)n(C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)c2ccccc12,False
35,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2517699773441022,430.33799999999985,O=S(=O)(Nc1nccs1)c1ccc(NCc2cc(Cl)cc(Cl)c2O)cc1,"[{'catalogName': 'molport', 'catalogId': 'MolPort-000-790-560', 'smiles': 'Oc1c(Cl)cc(Cl)cc1CNc1ccc(cc1)S(=O)(=O)Nc1nccs1', 'link': 'https://www.molport.com/shop/molecule-link/MolPort-000-790-560'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)N(Cc1cc(Cl)cc(Cl)c1O)c1ccc(S(=O)(=O)Nc2nccs2)cc1,True
36,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2518538078264542,368.4839999999997,NCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-5976590983', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(CCCCCN)=O', 'link': 'https://mcule.com/MCULE-5976590983'}]",O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)NCCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
37,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2524706903268397,354.45699999999977,CC(C)C(N)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-8154108573', 'smiles': 'C(NC1=CC=C(C=C1)S(=O)(=O)NC1SC=CN=1)(=O)C(C(C)C)N', 'link': 'https://mcule.com/MCULE-8154108573'}]",CC(C)C(NC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,False
38,0.0,283.100856908,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,,0.2548019747305847,309.4159999999997,Cc1csc(NS(=O)(=O)c2ccc3c(c2)CCCN3)n1,"[{'catalogName': 'mcule', 'catalogId': 'MCULE-1192539715', 'smiles': 'S(=O)(=O)(C1C=CC2=C(CCCN2)C=1)NC1SC=C(C)N=1', 'link': 'https://mcule.com/MCULE-1192539715'}]",Cc1csc(NS(=O)(=O)c2ccc3c(c2)CCCN3C(=O)Cc2cn(Cc3ccc(F)cc3)c3ccccc23)n1,False
